A,B,a,b,y,z,w,x,AS,BS,deltaA,deltaB,FER,Bratio
14,11,2.949,2.004,1.431,0.717,3.123,2.29,intermediate,Over-destroyed,0.643611911623439,11,21.7522388059701,1
13,18,3.166,3.401,1.988,1.601,2.031,2.27,Over-destroyed,intermediate,13,5.43612334801762,0.302006852667646,0.302006852667646
12,15,2.861,3.519,1.477,1.692,3.8,3.53,intermediate,intermediate,9.22657894736842,2.53597733711048,0.219884518548127,0.169065155807365
14,11,2.638,1.405,0.796,1.375,3.828,3.252,intermediate,intermediate,1.12617554858934,6.70571955719557,7.57834972921755,0.609610868835961
9,18,3.712,1.041,0.94,0.835,3.295,3.131,intermediate,intermediate,3.11927162367223,5.86969019482593,0.940875130956969,0.326093899712552
15,13,2.35,2.597,1.762,1.213,3.178,2.247,intermediate,intermediate,2.30679672750157,8.66978193146417,4.33657392393626,0.666906302420321
18,9,2.544,1.493,1.369,0.796,2.841,3.573,Over-defense,Over-destroyed,0,9,Inf,1
11,16,1.734,2.415,1.207,0.829,3.558,3.538,intermediate,intermediate,7.12844294547499,1.64217071791973,0.158378537529921,0.102635669869983
13,10,2.832,1.317,1.683,1.028,3.1,2.16,Over-defense,Over-destroyed,0,10,Inf,1
17,10,3.108,3.466,1.293,0.811,3.941,3.969,intermediate,Over-destroyed,3.21720375539203,10,5.28409180534742,1
12,13,1.992,3.084,1.836,1.739,2.352,3.699,intermediate,intermediate,7.67857142857143,0.350635306839686,0.0421515073696366,0.0269719466799758
13,9,2.791,3.243,1.304,1.924,2.795,2.254,intermediate,intermediate,4.37745974955277,8.41481810115351,2.77666453894031,0.934979789017056
13,16,3.301,2.838,1.178,0.814,2.282,2.282,Over-destroyed,intermediate,13,13.0977212971078,0.818607581069238,0.818607581069238
12,13,3.477,1.699,1.8,1.316,3.366,3.006,intermediate,intermediate,0.14468211527035,8.18895542248836,52.2458201587665,0.62991964788372
17,17,3.266,2.861,0.703,0.864,3.628,2.407,intermediate,intermediate,10.1119073869901,16.964686331533,1.67769399800474,0.997922725384296
15,17,2.479,1.622,1.51,1.959,3.55,3.926,intermediate,intermediate,1.38704225352113,0.988792664289352,0.629010481356716,0.0581642743699619
9,13,3.26,1.305,1.712,0.758,3.746,3.045,intermediate,intermediate,0.415643352909771,6.39934318555008,10.6589326692177,0.492257168119237
13,12,2.11,2.914,1.495,1.337,3.26,2.47,intermediate,intermediate,4.76472392638037,4.60971659919028,1.04809003129726,0.384143049932524
10,9,2.368,3.648,0.688,0.606,2.845,2.951,intermediate,intermediate,9.1219683655536,6.17621145374449,0.752300040497974,0.686245717082721
10,9,2.562,1.123,0.697,1.686,2.724,2.677,intermediate,intermediate,1.15161527165932,3.90212924915951,3.7648850900402,0.433569916573278
11,13,1.305,2.667,1.903,0.653,3.577,3.115,intermediate,intermediate,3.8406485882024,1.88314606741573,0.414885988972791,0.14485738980121
15,14,3.795,2.779,1.205,1.475,2.783,2.642,intermediate,intermediate,7.48508803449515,13.7301286903861,1.96535459576101,0.980723477884719
11,13,1.176,1.458,1.316,1.023,2.822,3.46,intermediate,Over-defense,1.58681785967399,0,0,0
12,18,2.415,1.898,1.425,1.563,3.429,2.442,intermediate,intermediate,4.97637795275591,0.346437346437346,0.046410910334961,0.0192465192465192
18,12,2.022,1.499,1.991,1.122,2.681,2.348,Over-defense,intermediate,0,9.76660988074957,Inf,0.813884156729131
17,10,3.941,3.724,1.583,1.31,3.413,3.89,intermediate,Over-destroyed,3.02636976267214,10,5.61729112208345,1
9,9,3.812,1.082,1.938,1.225,2.063,3.922,Over-defense,intermediate,0,5.9365119836818,Inf,0.659612442631311
13,10,3.049,3.677,1.149,0.82,3.045,3.393,intermediate,intermediate,7.17011494252874,9.26525198938992,1.67986534145559,0.926525198938992
11,11,2.333,3.93,0.594,1.979,3.601,2.802,intermediate,intermediate,10.1905026381561,1.38972162740899,0.136374198285911,0.126338329764454
12,11,2.808,3.736,0.826,1.586,3.542,3.147,intermediate,intermediate,8.80406549971767,5.16364791865268,0.639826050464147,0.469422538059335
14,18,3.254,1.581,0.89,0.902,2.106,3.973,intermediate,intermediate,7.59639126305793,7.37981374276365,0.755602882275714,0.409989652375759
18,9,3.536,1.998,1.809,1.883,2.114,2.924,Over-defense,Over-destroyed,0,9,Inf,1
14,14,1.933,1.875,1.865,1.011,2.149,3.123,intermediate,intermediate,0.0651465798045605,4.13320525136087,63.4447006083891,0.295228946525777
15,9,3.483,3.73,1.88,1.234,2.951,3.996,intermediate,Over-destroyed,1.81972212809217,9,8.24301675977653,1
11,17,3.918,2.18,1.058,0.914,2.27,2.748,Over-destroyed,intermediate,11,10.0291120815138,0.589947769500813,0.589947769500813
10,13,1.663,3.348,1.272,1.997,2.787,3.659,Over-destroyed,Over-defense,10,0,0,0
17,18,2.65,3.501,1.439,1.68,2.658,3.875,intermediate,intermediate,14.5052671181339,3.82193548387097,0.24884793264196,0.212329749103943
15,12,1.998,2.368,0.535,1.542,2.701,2.838,intermediate,intermediate,7.54942613846723,4.04016913319239,0.668953020251131,0.336680761099366
11,17,2.538,3.659,1.269,1.636,3.35,2.063,Over-destroyed,intermediate,11,0.0513814832767822,0.00302244019275189,0.00302244019275189
13,18,3.871,1.669,1.979,1.818,2.18,2.81,intermediate,intermediate,1.97935779816514,6.26298932384342,2.28522103048439,0.347943851324634
13,15,2.937,3.313,0.861,0.515,3.918,2.568,intermediate,intermediate,9.82695252679939,11.8598130841121,1.04595037422501,0.790654205607476
13,14,2.491,3.495,1.53,1.841,2.223,2.908,Over-destroyed,intermediate,13,2.27269601100413,0.162335429357438,0.162335429357438
15,16,3.231,1.399,0.5,0.873,3.98,2.133,intermediate,Over-destroyed,3.73969849246231,16,4.01101854340231,1
16,15,1.258,1.37,1.78,1.618,3.753,2.325,Over-defense,Over-defense,0,0,NA,0
14,10,2.626,2.632,1.023,1.072,2.356,3.088,intermediate,intermediate,5.09252971137521,8.4339378238342,2.31859480897939,0.84339378238342
17,9,3.09,2.403,0.993,1.119,2.164,2.309,intermediate,Over-destroyed,2.19316081330869,9,7.75136957437843,1
17,15,1.945,1.523,0.585,0.958,3.014,3.225,intermediate,intermediate,4.28002654280027,5.7968992248062,1.53499494822026,0.386459948320413
13,10,3.701,1.558,0.902,1.645,2.078,2.016,intermediate,Over-destroyed,1.85466794995188,10,7.00934094447328,1
18,14,1.464,2.603,0.553,1.991,3.229,2.474,intermediate,Over-defense,8.20315887271601,0,0,0
11,15,2.691,2.474,1.947,1.745,3.659,3.022,intermediate,intermediate,4.28887674227931,1.13368630046327,0.193843284298078,0.0755790866975513
16,15,2.732,3.818,1.037,1.14,3.155,3.695,intermediate,intermediate,12.8931854199683,7.2021650879567,0.595842623596791,0.480144339197113
12,18,3.084,1.693,1.222,0.949,2.806,3.17,intermediate,intermediate,5.63435495367071,6.28580441640379,0.743747298858487,0.349211356466877
13,14,1.376,3.712,1.422,0.729,2.25,2.09,Over-destroyed,intermediate,13,3.6755980861244,0.262542720437457,0.262542720437457
14,13,1.528,1.763,0.538,1.413,2.301,3.722,intermediate,intermediate,6.6870925684485,0.812197743148845,0.130800416424439,0.062476749472988
18,11,1.382,1.182,0.632,1.557,2.885,2.963,intermediate,intermediate,0.563604852686308,2.61525480931488,7.59309975666566,0.237750437210444
9,18,1.141,2.497,1.486,0.573,3.671,3.82,intermediate,Over-defense,8.6003813674748,0,0,0
13,15,1.652,3.953,1.924,1.665,2.693,2.822,intermediate,Over-defense,12.7304121797252,0,0,0
14,12,1.417,2.027,1.93,1.014,3.609,2.219,Over-defense,intermediate,0,3.45651194231636,Inf,0.288042661859697
14,13,3.131,1.382,1.099,1.425,3.421,3.233,intermediate,intermediate,0.75416544869921,7.82833281781627,11.1785978526086,0.602179447524328
18,18,3.431,2.714,1.26,1.988,2.947,3.577,intermediate,intermediate,8.880895826264,7.26139222812413,0.817641865210217,0.403410679340229
12,13,4,2.098,1.536,0.635,2.771,2.082,intermediate,Over-destroyed,3.19090581017683,13,3.76068762723366,1
15,10,3.495,2.708,1.85,1.633,3.703,2.462,Over-defense,Over-destroyed,0,10,Inf,1
13,18,2.444,2.139,1.275,1.111,2.027,3.534,intermediate,intermediate,10.8174642328564,3.33163554046406,0.222434867532085,0.185090863359115
9,9,2.403,3.442,1.04,0.647,2.814,2.215,intermediate,intermediate,7.68230277185501,7.13498871331828,0.928756510282064,0.792776523702032
15,13,2.556,3.178,1.715,1.938,3.221,2.031,intermediate,intermediate,4.83980130394287,6.47267355982275,1.54313555930876,0.497897966140211
17,11,3.765,2.967,0.515,1.803,3.448,3.718,intermediate,Over-destroyed,6.92633410672854,11,2.45440080395277,1
18,11,3.965,1.035,0.656,0.911,3.871,3.378,Over-defense,Over-destroyed,0,11,Inf,1
12,15,1.816,2.121,0.685,1.977,3.937,2.012,intermediate,Over-defense,5.99314198628397,0,0,0
18,17,1.705,2.955,1.404,1.888,3.663,2.759,intermediate,Over-defense,6.81490581490582,0,0,0
9,15,1.493,1.658,1.792,0.937,2.391,2.939,intermediate,Over-defense,3.65621079046424,0,0,0
17,9,2.855,1.247,1.73,0.579,3.832,2.967,Over-defense,Over-destroyed,0,9,Inf,1
17,18,1.106,3.196,1.551,0.65,3.057,3.217,intermediate,intermediate,10.1933267909715,2.2076468759714,0.204545568886603,0.122647048665078
11,9,1.247,3.665,1.119,0.503,3.973,3.112,intermediate,intermediate,5.20412786307576,2.95308483290488,0.693550581739656,0.328120536989432
9,17,3.853,1.64,1.997,1.862,2.9,2.184,intermediate,intermediate,3.41620689655172,1.38415750915751,0.214503773261989,0.0814210299504416
13,14,1.029,3.301,1.753,0.538,2.431,3.401,intermediate,intermediate,9.63595228301111,1.71861217289033,0.165614576916765,0.122758012349309
10,12,1.358,2.204,0.509,1.971,3.757,3.397,intermediate,Over-defense,5.68485493745009,0,0,0
13,16,3.055,3.278,1.639,1.301,3.695,3.162,intermediate,intermediate,8.42787550744249,5.97691334598356,0.576211892228734,0.373557084123972
9,12,3.624,2.814,1.081,0.594,2.818,3.241,intermediate,intermediate,8.5305180979418,7.86423943227399,0.691421025837642,0.655353286022832
18,9,3.137,3.871,1.381,0.747,3.405,3.523,intermediate,Over-destroyed,2.93127753303965,9,6.14066726780884,1
18,9,3.748,3.46,1.615,1.906,2.501,3.342,intermediate,Over-destroyed,0.827668932427029,9,21.7478260869565,1
10,10,2.139,2.057,1.251,1.363,2.744,2.873,intermediate,intermediate,2.93731778425656,2.70100939784198,0.919549601448931,0.270100939784198
12,18,3.56,2.82,0.676,1.178,2.802,2.591,Over-destroyed,intermediate,12,8.30412967966036,0.461340537758909,0.461340537758909
14,15,2.18,2.773,1.158,0.682,3.272,2.881,intermediate,intermediate,7.75764058679707,7.0426935091982,0.847316981889062,0.469512900613213
17,14,2.656,3.049,1.187,0.556,2.83,3.609,intermediate,intermediate,7.9530035335689,10.354114713217,1.58089375004877,0.73957962237264
9,18,1.223,1.429,0.817,0.882,2.125,3.299,intermediate,Over-defense,8.64423529411765,0,0,0
10,17,1.217,2.074,1.19,0.609,2.004,3.73,Over-destroyed,intermediate,10,0.487131367292226,0.0286547863113074,0.0286547863113074
9,14,3.319,1.341,0.65,1.9,3.679,3.01,intermediate,intermediate,3.5129111171514,1.08671096345515,0.198866376569414,0.0776222116753679
13,9,2.427,3.536,1.659,1.149,3.632,3.679,intermediate,intermediate,2.82406387665198,5.76515357434085,2.94874493479876,0.640572619371206
15,11,1.399,1.91,1.052,1.472,2.869,2.888,intermediate,intermediate,1.82293482049494,1.65962603878116,1.24147412791496,0.150875094434651
14,12,1.881,3.477,2,0.661,2.943,2.685,intermediate,intermediate,4.66326877336052,6.8536312849162,1.71465629676186,0.571135940409684
12,16,3.982,3.431,1.02,0.656,3.292,3.292,Over-destroyed,intermediate,12,11.3268529769137,0.707928311057108,0.707928311057108
12,14,1.323,3.965,1.114,1.131,3.648,3.984,intermediate,intermediate,11.5520833333333,0.0105421686746987,0.000782209088835048,0.000753012048192768
14,10,2.885,3.601,1.111,1.918,2.294,2.571,intermediate,intermediate,8.91717523975588,8.24970828471412,1.29520742702326,0.824970828471412
14,14,1.499,1.933,1.768,1.812,3.706,3.886,intermediate,Over-defense,0.623313545601728,0,0,0
15,11,1.076,1.065,0.885,1.143,2,3.229,Over-defense,intermediate,0,1.10467637039331,Inf,0.10042512458121
18,14,3.337,2.515,1.166,1.912,3.73,2.239,intermediate,Over-destroyed,3.81286863270777,14,4.72085501335958,1
13,16,2.661,3.114,1.513,1.078,2.892,2.384,intermediate,intermediate,10.4270401106501,7.27558724832215,0.566931226554302,0.454724203020134
10,17,1.552,1.252,0.873,1.53,2.395,2.693,intermediate,Over-defense,5.24175365344468,0,0,0
12,10,2.215,1.652,1.331,1.877,2.955,2.356,intermediate,intermediate,0.185448392554992,3.31494057724958,21.4503271659252,0.331494057724958
18,18,1.939,1.517,0.682,1.859,2.38,3.08,intermediate,intermediate,6.31512605042017,0.467532467532467,0.0740337506804572,0.0259740259740259
12,13,3.295,2.538,1.266,1.545,2.638,3.409,intermediate,intermediate,6.74829416224412,5.70695218539161,0.780635185246069,0.438996321953201
15,12,2.796,3.524,1.56,1.184,2.705,2.532,intermediate,intermediate,6.98262476894639,10.9526066350711,1.96068938928601,0.912717219589258
16,11,2.532,2.092,1.642,1.792,2.086,2.102,Over-defense,intermediate,0,9.895337773549,Inf,0.899576161231727
15,14,2.761,3.295,0.914,1.354,2.599,3.98,intermediate,intermediate,12.4740284724894,5.6429648241206,0.484689749864153,0.403068916008614
9,18,3.601,1.616,0.614,1.075,3.44,2.027,intermediate,intermediate,6.84941860465116,6.44252590034534,0.470297281580255,0.357918105574741
16,17,2.932,2.215,1.589,1.797,2.29,3.205,intermediate,intermediate,5.3410480349345,5.10546021840874,0.899662200688203,0.300321189318161
11,17,3.566,2.685,1.915,1.433,2.423,2.043,intermediate,intermediate,10.1444490301279,7.27606461086637,0.464100296925816,0.428003800639198
10,14,3.196,2.826,1.533,0.553,3.644,3.515,intermediate,intermediate,6.65038419319429,6.88990042674253,0.740010998569005,0.492135744767324
12,17,1.07,3.888,1.662,1.193,3.945,3.033,intermediate,Over-defense,11.6988593155894,0,0,0
11,12,2.286,1.746,1.844,1.844,2.74,2.728,intermediate,intermediate,0.243795620437955,1.10630498533724,4.15968466293223,0.092192082111437
14,18,2.708,2.978,1.871,1.269,3.902,3.366,intermediate,intermediate,7.02460276781138,4.47712418300654,0.495715959036201,0.248729121278141
9,12,3.53,3.971,0.603,1.8,3.491,2.223,Over-destroyed,intermediate,9,4.5748987854251,0.381241565452092,0.381241565452092
16,13,3.583,2.562,0.99,1.146,2.411,3.053,intermediate,Over-destroyed,7.2442969722107,13,2.20863391732509,1
15,9,1.64,3.36,1.932,0.673,3.127,3.765,intermediate,intermediate,0.402942117045091,4.92509960159363,20.3714106536816,0.547233289065958
15,10,1.81,1.757,0.855,1.78,2.877,2.227,intermediate,intermediate,1.64928745220716,4.19847328244275,3.81844287679277,0.419847328244275
16,18,3.284,2.245,1.342,0.597,3.476,2.45,intermediate,intermediate,5.4482163406214,17.0604081632653,2.78344439870502,0.947800453514739
9,15,3.454,1.881,1.977,0.808,3.961,3.014,intermediate,intermediate,2.63115374905327,6.29263437292634,1.43495248999201,0.41950895819509
12,17,1.587,1.135,1.231,0.999,3.499,3.194,intermediate,intermediate,1.29265504429837,0.645272385723231,0.352364996316175,0.0379571991601901
9,16,1.74,3.207,1.568,0.582,3.796,2.626,Over-destroyed,intermediate,9,2.41736481340442,0.151085300837776,0.151085300837776
9,10,3.689,1.076,1.025,1.046,3.432,2.086,intermediate,Over-destroyed,0.447261072261073,10,20.1224755700325,1
12,15,3.143,2.397,1.504,1.704,2.442,2.466,intermediate,intermediate,7.33292383292383,4.9294403892944,0.537787163931733,0.328629359286293
11,18,2.268,3.096,1.384,0.799,2.012,3.933,Over-destroyed,intermediate,11,2.68649885583524,0.149249936435291,0.149249936435291
13,14,1.288,1.17,0.664,1.196,3.46,2.716,intermediate,intermediate,2.2393063583815,0,0,0
12,16,3.883,3.947,0.758,1.765,3.769,3.186,Over-destroyed,intermediate,12,5.76145637162587,0.360091023226617,0.360091023226617
13,14,2.327,3.319,1.862,0.887,3.28,2.489,intermediate,intermediate,6.78658536585366,7.16472478907192,0.980310181639156,0.51176605636228
15,16,1.346,3.002,0.75,1.219,3.147,3.155,intermediate,intermediate,11.687956784239,0.21743264659271,0.0174404397572333,0.0135895404120444
10,12,1.675,2.62,1.671,1.554,3.249,2.783,intermediate,Over-defense,4.533702677747,0,0,0
12,9,3.859,3.29,1.108,1.454,4,3.652,intermediate,Over-destroyed,4.0785,9,2.94225818315557,1
9,10,2.632,2.25,1.574,1.093,2.141,3.828,intermediate,intermediate,3.89257356375525,3.33281086729363,0.770577545018969,0.333281086729363
11,18,3.313,2.192,1.888,1.401,3.374,3.93,intermediate,intermediate,5.53882631890931,2.85623409669211,0.31513470398304,0.158679672038451
14,9,1.716,3.63,1.131,0.858,3.933,3.949,intermediate,intermediate,4.28070175438597,4.12813370473538,1.50011416046395,0.458681522748375
16,10,2.843,2.791,1.028,1.874,3.816,3.213,intermediate,intermediate,3.00366876310273,8.32492997198879,4.43453956002223,0.832492997198879
16,9,1.27,3.654,1.354,1.395,2.865,3.272,intermediate,intermediate,3.91692844677138,2.3731662591687,1.07710985683175,0.263685139907634
17,9,2.45,1.112,1.586,1.389,2.11,3.26,Over-defense,intermediate,0,8.94141104294479,Inf,0.993490115882754
16,15,3.378,2.867,1.351,1.709,3.378,3.182,intermediate,intermediate,6.33185316755477,8.92928975487115,1.50423193439393,0.595285983658077
12,15,3.354,1.452,0.568,1.827,2.231,2.575,intermediate,intermediate,6.70730614074406,4.98757281553398,0.594882381793975,0.332504854368932
18,10,3.589,2.432,1.592,1.806,2.81,2.614,Over-defense,Over-destroyed,0,10,Inf,1
13,17,2.714,3.824,0.785,1.158,3.311,3.824,Over-destroyed,intermediate,13,4.07845188284519,0.239908934285011,0.239908934285011
9,16,2.245,1.534,0.999,1.701,3.534,2.775,intermediate,Over-defense,4.40096208262592,0,0,0
12,11,2.438,2.843,1.959,1.613,3.358,3.546,intermediate,intermediate,2.31238832638475,3.24675690919346,1.53171359144014,0.295159719017587
9,14,1.476,2.327,1.345,1.915,2.438,2.513,intermediate,Over-defense,8.3974569319114,0,0,0
16,15,3.031,1.153,1.225,1.809,3.389,3.859,Over-defense,intermediate,0,5.5353718579943,Inf,0.369024790532953
14,17,2.75,2.585,1.894,1.894,2.54,2.771,intermediate,intermediate,6.86181102362205,2.27426921688921,0.272949456627663,0.133780542169953
18,10,1.775,2.65,1.9,0.732,3.205,2.399,Over-defense,Over-destroyed,0,10,Inf,1
13,18,2.121,3.994,1.213,0.973,2.023,3.773,Over-destroyed,intermediate,13,2.66604823747681,0.148113790970934,0.148113790970934
11,11,2.996,2.286,1.034,0.826,2.278,2.509,intermediate,intermediate,6.04565408252853,9.51375049820646,1.57365114979047,0.86488640892786
17,11,3.894,3.407,1.971,1.654,3.315,2.751,intermediate,Over-destroyed,1.19758672699849,11,14.1952141057935,1
16,17,1.804,1.07,1.63,0.867,3.562,3.714,Over-defense,intermediate,0,3.80317716747442,Inf,0.223716303969084
9,13,3.325,1.012,1.216,0.723,2.454,2.622,intermediate,intermediate,0.901385493072535,7.82837528604119,6.01257117010383,0.602182714310861
12,9,3.419,1.053,0.978,1.249,2.192,2.724,Over-defense,Over-destroyed,0,9,Inf,1
9,13,3.671,1.217,1.31,1.466,3.468,2.9,intermediate,intermediate,1.1623414071511,4.82103448275862,2.87147927171845,0.370848806366048
13,13,3.243,2.485,1.055,1.568,3.546,3.867,intermediate,intermediate,5.24252679075014,5.63098008792345,1.07409657836345,0.43315231445565
12,10,3.906,2.292,1.68,1.513,2.493,2.892,intermediate,Over-destroyed,1.10709987966306,10,10.8391304347826,1
14,13,3.02,1.141,1.648,1.114,3.765,2.795,Over-defense,intermediate,0,9.94561717352415,Inf,0.765047474886473
17,13,2.045,3.894,1.445,1.695,2.63,2.188,intermediate,intermediate,9.90760456273764,5.8180987202925,0.767923557479838,0.447546055407116
16,15,3.706,1.593,1.686,1.398,2.673,2.697,Over-defense,intermediate,0,14.2106043752317,Inf,0.947373625015449
9,13,1.687,1.734,0.946,1.351,3.984,3.159,intermediate,Over-defense,3.5210843373494,0,0,0
14,16,2.168,1.681,0.937,1.451,2.239,3.139,intermediate,intermediate,6.15364001786512,2.27333545715196,0.323250713274266,0.142083466071998
